CUSTOMER_NAME,INVOICE_TO_ADDRESS1,INVOICE_TO_ADDRESS2,INVOICE_TO_ADDRESS3,INVOICE_TO_ADDRESS4,CITY,LAT,LON,State/Region,Zip/Postal Code,Country,CUSTOMER_NUMBER,ORDER_NUMBER,ORDER_BOOKED_DATE,ORDER_TYPE,LINE_TYPE,LINE_NUMBER,ORDERED_ITEM,ORDERED_QUANTITY,LINE_CREATION_DATE,UNIT_SELLING_PRICE,TOTAL_AMOUNT,SF_OPPORTUNITY#,ORDER_BOOKED_YEAR,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,10,SP-651-211,2,5/18/12,0,0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,11,683-03485-004,4,5/18/12,0,0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,13,SVC-1000,0,5/18/12,"2,000",0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Services Line - ABC Inc.,3,ODC-1000,0,5/18/12,450,0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Services Line - ABC Inc.,5,CHARGES,1,5/18/12,500,500,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Services Line - ABC Inc.,6,SVC-1000,0,5/18/12,"2,000",0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Services Line - ABC Inc.,12,ODC-1000,0,5/18/12,450,0,,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10270,5/18/12,Commercial - ABC Inc.,Services Line - ABC Inc.,14,SVC-1000,5,5/18/12,"2,000","10,000",,2012,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10700,3/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,SP-652-211-7,5,3/19/11,"2,730","13,650",,2011,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10700,3/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,ST-604-12,400,3/19/11,28,"11,200",,2011,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10700,3/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,SP-651-211-7,0,3/19/11,"2,200",0,,2011,,
University of Warwick,University of Warwick,WMG Finance,International Manufacturing Centre,,Coventry CV4 7AL,,, , GB, GB,1901,10700,3/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,SR-650-101-7E,2,3/19/11,"2,695","5,390",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10700,3/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,5,SP-651-211-7,9,3/19/11,"2,200","19,800",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,SP-652-211-7,4,4/3/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,ST-604-11,500,4/3/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,SP-651-211-7,0,4/3/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,5,SR-650-101-7E,7,4/3/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,6,SP-651-211-7,11,4/3/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10728,4/3/11,Commercial(Mixed) - ABC Inc.,Services Line - ABC Inc.,1,SVC-1000,1,4/3/11,"67,985","67,985",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10889,8/31/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,SP-652-211-2,12,8/31/11,"1,829","21,948",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10889,8/31/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,ST-604-11,"2,000",8/31/11,18,"36,000",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10889,8/31/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,SP-651-211-2,34,8/31/11,"1,320","44,880",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10889,8/31/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,ST-614-001,500,8/31/11,26,"13,000",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10889,8/31/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,5,SR-650-101-7E,0,8/31/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10961,10/11/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,SPA-1400-100,15,10/11/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,10961,10/11/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,830-00169-050,5,10/11/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11042,11/29/11,Project Commercial (Mixed),Product Line Conv - ABC Inc.,2,SP-652-211-7,4,11/29/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11042,11/29/11,Project Commercial (Mixed),Product Line Conv - ABC Inc.,3,SR-650-101-7E,7,11/29/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11042,11/29/11,Project Commercial (Mixed),Product Line Conv - ABC Inc.,4,SP-651-211-7,11,11/29/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11042,11/29/11,Project Commercial (Mixed),Product Line Conv - ABC Inc.,5,ST-604-11,500,11/29/11,0,0,,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11042,11/29/11,Project Commercial (Mixed),Services Line - ABC Inc.,1,SVC-1000,1,11/29/11,"67,985","67,985",,2011,,
University of Warwick,Warwick Manufacturing Group,University of Warwick,,,CV 4 7AL,,, , GB, GB,1901,11118,3/13/11,Commercial(Mixed) - ABC Inc.,Services Line - ABC Inc.,1,EDU-ILT-FSE,2,3/13/11,"6,400","12,800",,2011,,
"VEC Technology, LLC","VEC Techonology, LLC",639 Keystone Road,,,Greenville,,, PA,16125, US,4315,12800,6/9/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,751G-KIT-C-532,1,6/9/11,"6,600","6,600",0005700,2011,,
"VEC Technology, LLC","VEC Techonology, LLC",639 Keystone Road,,,Greenville,,, PA,16125, US,4315,12800,6/9/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,ST-654-031,5,6/9/11,95,475,0005700,2011,,
"VEC Technology, LLC","VEC Techonology, LLC",639 Keystone Road,,,Greenville,,, PA,16125, US,4315,12800,6/9/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,ST-675-030,3,6/9/11,275,825,0005700,2011,,
"VEC Technology, LLC","VEC Techonology, LLC",639 Keystone Road,,,Greenville,,, PA,16125, US,4315,12800,6/9/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,SCW-800-WW,1,6/9/11,"1,600","1,600",0005700,2011,,
"VEC Technology, LLC","VEC Techonology, LLC",639 Keystone Road,,,Greenville,,, PA,16125, US,4315,12800,6/9/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,5,SMR-650-217,1,6/9/11,"1,030","1,030",0005700,2011,,
VSS Logistics,VSS - ACCOUNTS PAYABLE,"2025 Louisville Rd, Ste C",,,Savannah,,, GA,31415, US,4801,13284,9/28/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,SR-650-101-WW CN:DM,6,9/28/12,"2,788","16,728",0006939,2012,,
VSS Logistics,VSS - ACCOUNTS PAYABLE,"2025 Louisville Rd, Ste C",,,Savannah,,, GA,31415, US,4801,13284,9/28/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,SRA-1024,4,9/28/12,495,"1,980",0006939,2012,,
VSS Logistics,VSS - ACCOUNTS PAYABLE,"2025 Louisville Rd, Ste C",,,Savannah,,, GA,31415, US,4801,13284,9/28/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,SP-652-211-WW CN:DM,4,9/28/12,"3,492","13,968",0006939,2012,,
VSS Logistics,VSS - ACCOUNTS PAYABLE,"2025 Louisville Rd, Ste C",,,Savannah,,, GA,31415, US,4801,13284,9/28/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,SRA-1005,4,9/28/12,583,"2,332",0006939,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,ST-604-12,150,1/19/12,28,"4,200",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,2,SP-652-211,12,1/19/12,"2,730","32,760",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,3,SSM-650-SW-CS,1,1/19/12,"15,790","15,790",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,6,830-00169-100,4,1/19/12,0,0,,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Services Line - ABC Inc.,4,SVC-1000,0,1/19/12,1,0,,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Services Line - ABC Inc.,5,SVC-1000,0,1/19/12,1,0,,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Services Line - ABC Inc.,7,SVC-1000,"3,474",1/19/12,1,"3,474",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10151,1/19/12,Commercial - ABC Inc.,Services Line - ABC Inc.,8,SVC-1000,"34,780",1/19/12,1,"34,780",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10273,5/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,ST-604-12,500,5/19/12,31,"15,500",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10313,6/15/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,3,SP-652-211,12,6/15/12,"3,040","36,480",,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10565,12/11/12,Commercial - ABC Inc.,Services Line - ABC Inc.,2,EDU-CUS-002,0,12/11/12,"7,018",0,,2012,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10682,3/26/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,SP-652-211,16,3/26/11,"3,228","51,648",,2011,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10682,3/26/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,ST-604-12,500,3/26/11,33,"16,500",,2011,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10682,3/26/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,3,SSM-650-SW-CS,1,3/26/11,"13,066","13,066",,2011,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10682,3/26/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,4,MAINT-SFTWR,0,3/26/11,1,0,,2011,,
Vancouver Port Authority,"Vancouver Port Authority, Accounts Payable",100 The Pointe,999 Canada Place,,Vancouver,,, B.C., V6C 3T4, CA,1604,10682,3/26/11,Commercial(Mixed) - ABC Inc.,Services Line - ABC Inc.,5,MAINT-SFTWR,"6,087",3/26/11,1,"6,087",,2011,,
Warrenton Training Center,Finance & Accounting Office,PO Box 710660,,,Oak Hill,,, VA,20171, US,2572,10905,9/10/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,751G-KIT-C-101,1,9/10/11,"5,050","5,050",,2011,,
Warrenton Training Center,Finance & Accounting Office,PO Box 710660,,,Oak Hill,,, VA,20171, US,2572,10905,9/10/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,ST-656-I,3,9/10/11,110,330,,2011,,
Warrenton Training Center,Finance & Accounting Office,PO Box 710660,,,Oak Hill,,, VA,20171, US,2572,10905,9/10/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,ST-602-12,3,9/10/11,20,60,,2011,,
Warrenton Training Center,Finance & Accounting Office,PO Box 710660,,,Oak Hill,,, VA,20171, US,2572,10905,9/10/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,4,ST-604-12,3,9/10/11,25,75,,2011,,
Warrenton Training Center,Finance & Accounting Office,PO Box 710660,,,Oak Hill,,, VA,20171, US,2572,10905,9/10/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,5,ST-654-001,3,9/10/11,70,210,,2011,,
Wireless Interactive,Credit Card - Wireless Interactive,23112 Alcalde Drive #C,,,Laguna Hills,,, CA,92653, US,1480,11325,6/19/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,9,6/19/11,400,"3,600",,2011,,
Wireless Interactive,Credit Card - Wireless Interactive,23112 Alcalde Drive #C,,,Laguna Hills,,, CA,92653, US,1480,11339,6/24/11,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,10,6/24/11,400,"4,000",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10108,11/15/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,6,11/15/12,700,"4,200",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10109,11/15/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,100,11/15/12,700,"70,000",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10171,2/10/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,31,2/10/12,700,"21,700",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10217,3/20/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,15,3/20/12,700,"10,500",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10269,5/15/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,21,5/15/12,700,"14,700",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10386,8/3/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,18,8/3/12,700,"12,600",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10444,9/22/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,0,9/22/12,700,0,,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10577,12/19/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,5,12/19/12,400,"2,000",,2012,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10598,1/5/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,20,1/5/11,400,"8,000",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10698,3/19/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,10,3/19/11,400,"4,000",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,10748,4/20/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,10,4/20/11,400,"4,000",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,11442,9/11/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,11,9/11/11,400,"4,400",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,11458,9/22/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,5,9/22/11,400,"2,000",,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,11512,10/29/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,6,10/29/11,400,"2,400",0003272 / RFR Board Buy Back 10-20-08,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,11565,12/12/11,Commercial - ABC Inc.,Product Line -  ABC Inc.,1,677-01947-001,10,12/12/11,400,"4,000",0003336 / RFR Board Buy Back 12-04-08,2011,,
Wireless Interactive,Wireless Interactive,23112 Alcalde Drive # C,,,Laguna Hills,,, CA,92653, US,1480,90056,12/29/12,RMA Orders - ABC Inc.,Return - ABC Inc.,1,677-01947-001,75,12/29/12,700,"-52,500",,2012,,
Wireless Interactive,Wireless Interactive Comm. Inc.,Michael D. Avramidis,6 Merced,,Aliso Viego,,, CA,92656, US,1480,12442,9/14/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,2,677-01947-001,5,9/14/12,400,"2,000",0005144,2012,,
XENTASystems,XENTA Systems,"Traversa Paluna, 3",,,Monserrato (Cagliary),,,9042, IT, IT,2061,10367,7/26/12,Commercial - ABC Inc.,Product Line -  ABC Inc.,3,EK-650-211-2,1,7/26/12,"10,000","10,000",,2012,,
XENTASystems,XENTA Systems,"Traversa Paluna, 3",,,Monserrato (Cagliary),,,9042, IT, IT,2061,10367,7/26/12,Commercial - ABC Inc.,Services Line - ABC Inc.,2,ODC-1000,0,7/26/12,"10,000",0,,2012,,
i-Guides,Ball Aerospace & Technologies Corp,10 Longs Peak Drive,,,Broomfield,,, CO, 80021-2510, US,3332,12412,8/26/12,Project Commercial (Mixed),Services Line - ABC Inc.,1,MAINT-SFTWR,1,8/26/12,"8,100","8,100",0005017,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11877,9/28/12,Commercial(Mixed) - ABC Inc.,Product Line -  ABC Inc.,1,UID-ASP,"4,601",9/28/12,2.50,"11,502.50",003920,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11877,9/28/12,Commercial(Mixed) - ABC Inc.,Services Line - ABC Inc.,2,ODC-1000,0,9/28/12,1,0,003920,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Return - ABC Inc.,3,UID-ASP,"2,462",9/16/12,2.50,"-6,155",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Return - ABC Inc.,14,UID-CAMCODE,"2,432",9/16/12,2.50,"-6,080",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,1,UID-ASP,"2,462",9/16/12,2.50,"6,155",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,2,SVC-1000,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,4,UID-CAMCODE,656,9/16/12,2.50,"1,640",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,4,UID-CAMCODE,872,9/16/12,2.50,"2,180",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,4,UID-CAMCODE,934,9/16/12,2.50,"2,335",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,5,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,5,UID-CAMCODE,"1,398",9/16/12,2.50,"3,495",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,5,UID-CAMCODE,"2,432",9/16/12,2.50,"6,080",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,6,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,7,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,8,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,9,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,10,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,10,UID-CAMCODE,"1,975",9/16/12,2.50,"4,937.50",0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,11,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
i-Guides,Camcode Division of Horizons Inc.,18531 South Miles Road,,,Okinawa,,, , 901-2100, JP,3332,11935,9/16/12,Project Commercial (Mixed),Services Line - ABC Inc.,12,UID-CAMCODE,0,9/16/12,2.50,0,0004167 / I-GUIDES/Camcode ASP UIDs,2012,,
